Frequency,Pxx_den
0.0,1.3485772675213354e-36
1.4467383284385354e-05,1.0601195951403142e-05
2.8934766568770708e-05,3.6783758020818097e-06
4.3402149853156063e-05,1.774267261608521e-05
5.7869533137541416e-05,1.6630361355880384e-05
7.233691642192677e-05,2.6568050318122744e-06
8.680429970631213e-05,5.791162570129952e-07
0.00010127168299069747,6.4022752406140375e-06
0.00011573906627508283,1.9289014133343656e-06
0.0001302064495594682,4.658989031171684e-06
0.00014467383284385354,1.7580554640187014e-05
0.00015914121612823888,3.5872669509390796e-05
0.00017360859941262425,5.19735502554484e-06
0.0001880759826970096,1.8394760630374973e-06
0.00020254336598139494,5.618822212151332e-06
0.00021701074926578032,1.0063654014955676e-06
0.00023147813255016566,8.816806685728506e-06
0.00024594551583455104,1.3932102179223867e-06
0.0002604128991189364,2.183887893471666e-05
0.0002748802824033217,3.6896891079487984e-06
0.00028934766568770707,3.80236521045238e-06
0.0003038150489720924,1.248951989368626e-05
0.00031828243225647776,9.40819528885898e-06
0.00033274981554086316,5.168203176348784e-06
0.0003472171988252485,4.8765933286996505e-06
0.00036168458210963385,1.864579489712938e-05
0.0003761519653940192,4.720922330304936e-06
0.00039061934867840454,1.7388051248359486e-06
0.0004050867319627899,7.23465148738738e-06
0.0004195541152471753,1.5703295670592175e-05
0.00043402149853156063,7.626207611602495e-06
0.000448488881815946,2.2111626727436426e-06
0.0004629562651003313,2.4963550705108463e-05
0.00047742364838471667,1.0043223897592885e-05
0.0004918910316691021,7.97516841879509e-06
0.0005063584149534874,5.8136924045311006e-06
0.0005208257982378728,1.0436376673387388e-05
0.0005352931815222581,2.533521298305306e-06
0.0005497605648066435,1.2222919502761762e-05
0.0005642279480910288,1.1920631918737843e-05
0.0005786953313754141,5.9613195704616165e-06
0.0005931627146597995,7.753540682653496e-06
0.0006076300979441848,4.836931399756859e-06
0.0006220974812285702,2.916492232640106e-06
0.0006365648645129555,2.307810347079105e-06
0.000651032247797341,1.8128147319420366e-06
0.0006654996310817263,1.735331968791167e-05
0.0006799670143661117,3.7904494312466247e-06
0.000694434397650497,3.1134379020636034e-05
0.0007089017809348824,2.1381346828432674e-05
0.0007233691642192677,1.2249603673950928e-06
0.000737836547503653,5.299194583861034e-06
0.0007523039307880384,3.994848362749211e-06
0.0007667713140724237,4.005757932577948e-06
0.0007812386973568091,2.406488665197313e-06
0.0007957060806411944,4.4011041178573105e-06
0.0008101734639255798,1.3202414232924883e-05
0.0008246408472099651,3.7521501767664208e-06
