Frequency,Pxx_den
0.0,1.8417284403508605e-17
1.4470732942623544e-05,31659423518051.832
2.8941465885247088e-05,84395672899175.5
4.341219882787063e-05,2681945305738.415
5.7882931770494175e-05,21186710656965.92
7.235366471311772e-05,925087263477.8538
8.682439765574126e-05,9448836388816.92
0.0001012951305983648,489131103711.6061
0.00011576586354098835,5295934679167.578
0.0001302365964836119,281745873513.5985
0.00014470732942623544,3366932969213.7627
0.000159178062368859,191040999883.04575
0.0001736487953114825,2337209609583.78
0.00018811952825410606,139700928439.87402
0.0002025902611967296,1723946461587.965
0.00021706099413935315,130730836471.02129
0.0002315317270819767,1815039927570.6372
0.0002460024600246002,87502989706.29066
0.0002604731929672238,1031175432161.2339
0.0002749439259098473,61296301824.5244
0.0002894146588524709,836053114127.9202
0.0003038853917950944,51702434989.25978
0.000318356124737718,693872598255.0271
0.0003328268576803415,40349525929.14134
0.000347297590622965,578769011710.699
0.0003617683235655886,34816553878.488716
0.0003762390565082121,493086518611.15094
0.0003907097894508357,30654912090.0399
0.0004051805223934592,429433989596.1597
0.0004196512553360828,27338734200.236004
0.0004341219882787063,371825380281.9573
0.0004485927212213299,26034427121.768246
0.0004630634541639534,347650053249.5921
0.0004775341871065769,20216476273.005955
0.0004920049200492004,291823264813.15204
0.0005064756529918241,18238267168.32252
0.0005209463859344476,260106802845.69244
0.0005354171188770711,16162924882.152224
0.0005498878518196946,231215149306.18213
0.0005643585847623183,15074689005.313597
0.0005788293177049418,210661718408.06357
0.0005933000506475653,14104991979.130556
0.0006077707835901888,192187773135.7738
0.0006222415165328123,13979567029.316862
0.000636712249475436,173991827679.00784
0.0006511829824180595,13383358504.692713
0.000665653715360683,159017851493.9909
0.0006801244483033065,18375126641.253574
0.00069459518124593,89377535123.00517
0.0007090659141885537,3898152151.155261
0.0007235366471311772,135533534381.72498
0.0007380073800738007,6523760066.6801815
0.0007524781130164242,125104977422.25168
0.0007669488459590479,6775913154.79778
0.0007814195789016714,116791733549.21634
0.0007958903118442949,6572223374.053256
0.0008103610447869184,108020513204.52928
0.0008248317777295419,6343572786.839132
0.0008393025106721656,101064946609.80205
0.0008537732436147891,5603945979.698421
0.0008682439765574126,93854223309.34532
0.0008827147095000361,5552955241.820644
0.0008971854424426598,88190583067.94498
0.0009116561753852833,6902991244.393363
0.0009261269083279068,54176639894.44638
0.0009405976412705303,7835191205.691288
0.0009550683742131538,76958461592.70705
0.0009695391071557775,5026362564.038901
0.0009840098400984009,72853845058.4715
0.0009984805730410245,4494007337.277088
0.0010129513059836481,68494047339.09295
0.0010274220389262716,4153551370.477719
0.0010418927718688952,64698527007.777466
0.0010563635048115186,3746513074.030674
0.0010708342377541422,60619495996.4894
0.0010853049706967658,3651831158.3925476
0.0010997757036393893,58169409362.139915
0.0011142464365820129,3271741452.81504
0.0011287171695246365,55122002707.8338
0.00114318790246726,3068650524.774109
0.0011576586354098836,77968081844.51515
0.001172129368352507,5386937279.469866
0.0011866001012951306,50048277186.515884
0.0012010708342377542,3751796201.149574
0.0012155415671803776,47451507614.51633
0.0012300123001230013,3360850900.415379
0.0012444830330656247,45375963198.686966
0.0012589537660082483,3097253417.758894
0.001273424498950872,43251598389.235306
0.0012878952318934953,3098574397.6270924
0.001302365964836119,41737178761.19536
0.0013168366977787424,3052948489.2753634
