Frequency,Pxx_den
0.0,5.378854073330062e-22
1.4468429885988773e-05,25022925.516084734
2.8936859771977546e-05,3038263.5491519957
4.340528965796632e-05,1186356.4731694614
5.787371954395509e-05,14780602.620074458
7.234214942994386e-05,589284.3927930268
8.681057931593264e-05,11917289.903676266
0.00010127900920192141,9197876.243718926
0.00011574743908791018,34629626.86107308
0.00013021586897389895,568781.6963655411
0.00014468429885988772,53834225.5655122
0.0001591527287458765,87367579.77213043
0.0001736211586318653,4447904.360359389
0.00018808958851785406,18076647.79594056
0.00020255801840384283,3944996.132744959
0.0002170264482898316,20598399.304483153
0.00023149487817582037,27517285.034673307
0.00024596330806180917,55120424.21935577
0.0002604317379477979,14805032.565264704
0.0002749001678337867,19290994.521181706
0.00028936859771977545,4237495.825048909
0.00030383702760576424,65737114.12621818
0.000318305457491753,3416492.9211432296
0.0003327738873777418,3353360.60617513
0.0003472423172637306,1533077.0458621404
0.0003617107471497193,10904309.801596494
0.0003761791770357081,8494671.693256771
0.00039064760692169686,1866785.5519903076
0.00040511603680768566,70529498.5854337
0.0004195844666936744,120255491.68316089
0.0004340528965796632,29134991.486289445
0.00044852132646565194,158133.17932415544
0.00046298975635164074,1813677.6342785985
0.00047745818623762953,2486677.55435613
0.0004919266161236183,4616607.770168137
0.000506395046009607,8499655.648055835
0.0005208634758955958,2600084.8994035507
0.0005353319057815846,9384642.610357283
0.0005498003356675734,15022310.198221419
0.0005642687655535621,6611452.915796922
0.0005787371954395509,36045283.631814085
0.0005932056253255397,14217211.952471416
0.0006076740552115285,7053216.320664037
0.0006221424850975173,39473040.0956338
0.000636610914983506,26081814.33168064
0.0006510793448694948,42841343.93924926
0.0006655477747554836,12402779.198637586
0.0006800162046414724,12824993.397329397
0.0006944846345274612,3967308.2837405545
0.0007089530644134498,7698979.41792847
0.0007234214942994386,18101648.568231326
0.0007378899241854274,2437686.326873474
0.0007523583540714162,33414193.71224235
0.0007668267839574049,22948702.663990494
0.0007812952138433937,17738222.1255243
0.0007957636437293825,12503795.471515283
0.0008102320736153713,15027670.00468876
0.0008247005035013601,4347765.371452903
0.0008391689333873488,11242287.685525794
0.0008536373632733376,2714551.33784775
0.0008681057931593264,5229743.742752285
0.0008825742230453152,17840916.151710197
0.0008970426529313039,1445883.5903074313
0.0009115110828172927,5522654.169809039
0.0009259795127032815,367047.02145661484
0.0009404479425892703,5769874.3483483605
0.0009549163724752591,15967391.421586925
0.0009693848023612478,39039564.802093945
0.0009838532322472367,6363440.0993660595
0.0009983216621332253,12983086.938848756
0.001012790092019214,3960977.961079448
0.001027258521905203,3508706.0083577186
0.0010417269517911916,2628653.325145317
0.0010561953816771805,15700305.819655232
0.0010706638115631692,20136199.594575286
0.001085132241449158,8491106.839292008
0.0010996006713351468,16609383.916809535
0.0011140691012211355,8402219.206630964
0.0011285375311071242,4360410.2068329835
0.001143005960993113,17047758.067394406
0.0011574743908791018,15250971.004307639
0.0011719428207650907,571809.0944813832
0.0011864112506510794,2561551.003924428
0.001200879680537068,39567483.13634171
0.001215348110423057,2787412.0612275247
0.0012298165403090457,30416290.807120517
0.0012442849701950346,25774688.36874497
0.0012587534000810233,759148.4066881599
0.001273221829967012,14925763.591382246
0.0012876902598530009,35308193.34507208
0.0013021586897389895,6563586.903193115
0.0013166271196249784,22188341.647512272
0.0013310955495109671,2678207.3637107634
0.0013455639793969558,26184944.104238085
0.0013600324092829447,22787613.957790382
0.0013745008391689334,2251351.2392500504
0.0013889692690549223,12811960.781526973
0.001403437698940911,8315445.337354276
0.0014179061288268997,15863466.644661294
0.0014323745587128886,2966554.7423316254
0.0014468429885988773,6376120.687842236
0.001461311418484866,1408794.7248956368
0.0014757798483708549,7449851.12264022
0.0014902482782568436,516043.2228441798
0.0015047167081428325,7254916.829877498
0.0015191851380288212,1832626.6940332577
0.0015336535679148099,13668183.799524833
0.0015481219978007988,19569394.394624583
0.0015625904276867874,6855339.093875085
0.0015770588575727764,27252507.590909842
0.001591527287458765,13155123.889303682
0.0016059957173447537,14772938.410586612
0.0016204641472307426,20947981.550340347
0.0016349325771167313,2610403.1782123134
0.0016494010070027202,7059269.201228315
0.001663869436888709,25443443.662664864
0.0016783378667746976,4254663.089441091
0.0016928062966606865,28245160.5613595
0.0017072747265466752,11700357.56957536
0.0017217431564326639,21666848.038027193
0.0017362115863186528,7856860.287673112
0.0017506800162046415,9181830.269800102
0.0017651484460906304,3861851.324403534
0.001779616875976619,470442.99406186026
0.0017940853058626078,2658998.396196918
0.0018085537357485967,27948980.503550038
0.0018230221656345854,7893662.990568407
0.0018374905955205743,7612355.822674661
0.001851959025406563,6032312.285101576
0.0018664274552925516,3548662.814298794
0.0018808958851785405,8641600.433455294
0.0018953643150645292,1255331.5502455453
0.0019098327449505181,1043309.9694810522
0.0019243011748365068,3182575.5840126583
0.0019387696047224955,2045612.368247504
0.0019532380346084844,7413967.358291329
0.0019677064644944733,8809455.419760432
0.001982174894380462,5667784.93920479
0.0019966433242664507,6964255.3418804705
0.0020111117541524396,2363378.380784871
0.002025580184038428,4091470.8440072923
0.002040048613924417,2364057.654638806
0.002054517043810406,2845471.689625283
0.0020689854736963944,6044691.7443056675
0.0020834539035823833,5025417.405357472
0.002097922333468372,1634644.3257824895
0.002112390763354361,366484.9974613737
0.0021268591932403495,14640798.35576359
0.0021413276231263384,8921193.921210235
0.0021557960530123274,1820539.2745521113
0.002170264482898316,2614387.3093583905
0.0021847329127843047,6097592.72615518
0.0021992013426702936,333640.0174834616
0.002213669772556282,12248776.41068267
0.002228138202442271,284082.79402728775
0.00224260663232826,6901670.622101233
0.0022570750622142484,5958491.286508552
0.0022715434921002373,4804840.039740254
0.002286011921986226,9656381.861526016
0.002300480351872215,10157507.918999402
0.0023149487817582036,1759811.2325590618
0.0023294172116441925,6669029.966880828
0.0023438856415301814,3670549.6854457036
0.00235835407141617,460293.5569178437
0.0023728225013021588,16562202.785220996
0.0023872909311881477,3229206.3603578424
0.002401759361074136,492849.88597059646
0.002416227790960125,667485.8479912967
0.002430696220846114,6961452.320754377
0.002445164650732103,2936026.5105743217
0.0024596330806180913,11209561.95090804
0.0024741015105040802,7156339.479360141
0.002488569940390069,4494387.498409559
0.0025030383702760576,3253473.9080758896
0.0025175068001620465,1304645.4717294197
0.0025319752300480354,985218.7849653602
0.002546443659934024,10794828.48688432
0.002560912089820013,7106762.236742934
0.0025753805197060017,1028626.0191274206
0.00258984894959199,15202750.537077127
0.002604317379477979,983502.3761004868
0.002618785809363968,3631886.307700599
0.002633254239249957,1931894.5696898678
0.0026477226691359454,16779215.878974985
0.0026621910990219343,14267111.024374349
0.002676659528907923,2829839.3114535506
0.0026911279587939116,15016747.334327145
0.0027055963886799005,305877.3272578652
0.0027200648185658895,2821996.593975549
0.002734533248451878,9233628.81552406
0.002749001678337867,4054009.25473351
0.0027634701082238557,11947814.814824065
0.0027779385381098446,1355312.8924794046
0.002792406967995833,1809867.8909617155
0.002806875397881822,229026.0658065099
0.002821343827767811,2444803.58290486
0.0028358122576537994,1312708.144618386
0.0028502806875397883,6052103.994087999
0.002864749117425777,1063083.5807251532
0.0028792175473117657,2224819.6890062056
